"EQUIPAMENTO","MANCAL","DATA","TEMPERATURA"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","29/01/2021","75.92895"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","30/01/2021","76.0311"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","31/01/2021","75.49661"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","01/02/2021","74.36435"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","02/02/2021","75.36094"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","03/02/2021","75.02381"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","04/02/2021","75.37628"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","05/02/2021","73.8108"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","06/02/2021","71.33516"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","07/02/2021","71.4118"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","08/02/2021","71.27861"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","09/02/2021","71.37942"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","10/02/2021","72.91178"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","11/02/2021","73.36073"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","12/02/2021","73.08895"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","13/02/2021","73.38926"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","14/02/2021","73.54446"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","15/02/2021","72.64285"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","16/02/2021","73.14821"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","17/02/2021","73.89615"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","18/02/2021","73.75715"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","19/02/2021","73.37947"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","20/02/2021","73.92304"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","21/02/2021","73.25893"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","22/02/2021","73.19621"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","23/02/2021","73.47454"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","26/02/2021","73.42527"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","27/02/2021","73.4073"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","28/02/2021","74.02055"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","01/03/2021","73.80208"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","02/03/2021","72.39827"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","04/03/2021","72.47151"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","08/03/2021","28.36996"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","12/03/2021","72.49115"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","13/03/2021","72.83142"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","14/03/2021","72.92331"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","15/03/2021","73.30618"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","16/03/2021","72.99457"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","17/03/2021","72.5361"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","20/03/2021","73.40335"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","21/03/2021","73.34548"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","22/03/2021","73.92672"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","23/03/2021","73.62231"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","24/03/2021","73.11164"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","25/03/2021","73.50061"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","27/03/2021","74.49763"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","28/03/2021","74.38592"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","29/03/2021","74.37968"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","30/03/2021","73.47277"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","31/03/2021","72.62273"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","01/04/2021","72.939"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","02/04/2021","72.90329"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","03/04/2021","72.39384"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","04/04/2021","72.57646"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","05/04/2021","71.96545"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","06/04/2021","72.03906"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","07/04/2021","72.12209"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","08/04/2021","71.78042"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","09/04/2021","72.69745"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","10/04/2021","72.76033"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","11/04/2021","72.86352"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","12/04/2021","73.35258"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","13/04/2021","72.07516"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","14/04/2021","71.6867"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","15/04/2021","71.41079"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","16/04/2021","71.00806"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","17/04/2021","71.47018"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","18/04/2021","71.05303"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","19/04/2021","73.8841"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","20/04/2021","72.62646"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","21/04/2021","71.58839"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","22/04/2021","70.7716"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","24/04/2021","71.3567"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","25/04/2021","72.0036"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","26/04/2021","71.93067"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","27/04/2021","71.87005"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","28/04/2021","71.54343"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","29/04/2021","70.74205"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","30/04/2021","70.99733"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","01/05/2021","70.86746"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","02/05/2021","70.87541"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","03/05/2021","71.06303"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","04/05/2021","69.73056"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","05/05/2021","71.9267"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","07/05/2021","71.54007"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","08/05/2021","69.98022"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","09/05/2021","69.73817"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","10/05/2021","70.47809"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","11/05/2021","70.22698"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","12/05/2021","70.9143"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","13/05/2021","70.27592"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","14/05/2021","70.29844"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","15/05/2021","69.96533"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","16/05/2021","70.68657"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","17/05/2021","71.16996"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","18/05/2021","71.03938"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","19/05/2021","70.83961"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","20/05/2021","70.68371"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","21/05/2021","71.05868"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","22/05/2021","71.27622"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","23/05/2021","71.51174"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","24/05/2021","71.07628"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","25/05/2021","70.13888"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","26/05/2021","69.6723"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","27/05/2021","71.33667"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","28/05/2021","71.00283"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","29/05/2021","73.84027"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","30/05/2021","71.41433"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","31/05/2021","70.15658"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","01/06/2021","70.72357"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","02/06/2021","70.51319"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","03/06/2021","70.88431"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","04/06/2021","70.98991"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","05/06/2021","70.61688"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","06/06/2021","71.22285"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","07/06/2021","71.19705"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","08/06/2021","71.16848"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","09/06/2021","71.31808"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","10/06/2021","71.02249"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","11/06/2021","70.69796"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","12/06/2021","70.04475"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","13/06/2021","69.29985"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","14/06/2021","68.46105"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","15/06/2021","69.14375"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","16/06/2021","69.83628"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","17/06/2021","66.8155"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","18/06/2021","69.69406"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","19/06/2021","69.59683"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","20/06/2021","71.76569"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","21/06/2021","71.2733"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","22/06/2021","69.16206"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","23/06/2021","70.30836"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","24/06/2021","69.49136"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","25/06/2021","70.24844"
"GE-4150.01001B","ECE1.G2-TI-MANCD.F_CV","26/06/2021","70.84484"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","04/01/2021","72.9486"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","05/01/2021","73.68502"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","06/01/2021","74.40888"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","07/01/2021","74.4605"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","08/01/2021","74.98668"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","09/01/2021","73.47449"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","10/01/2021","74.04781"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","11/01/2021","74.19735"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","12/01/2021","74.68266"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","13/01/2021","74.92608"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","14/01/2021","74.26544"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","15/01/2021","73.92006"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","16/01/2021","74.82699"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","17/01/2021","75.04557"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","18/01/2021","75.61695"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","19/01/2021","74.91737"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","20/01/2021","74.51889"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","21/01/2021","74.40946"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","22/01/2021","73.91949"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","23/01/2021","73.86858"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","24/01/2021","73.76146"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","25/01/2021","74.29673"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","27/01/2021","75.35128"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","28/01/2021","75.96624"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","29/01/2021","75.89251"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","30/01/2021","75.99414"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","31/01/2021","75.46702"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","01/02/2021","74.33743"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","02/02/2021","75.33034"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","03/02/2021","74.9926"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","04/02/2021","75.35175"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","05/02/2021","73.77233"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","06/02/2021","71.29076"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","07/02/2021","71.38436"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","08/02/2021","71.2395"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","09/02/2021","71.35375"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","10/02/2021","72.87497"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","11/02/2021","73.31001"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","12/02/2021","73.03937"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","13/02/2021","73.37041"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","14/02/2021","73.51352"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","15/02/2021","72.62253"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","16/02/2021","73.11646"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","17/02/2021","73.86785"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","18/02/2021","73.72753"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","19/02/2021","73.33847"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","20/02/2021","73.87934"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","21/02/2021","73.24071"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","22/02/2021","73.14725"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","23/02/2021","73.43484"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","26/02/2021","73.36859"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","27/02/2021","73.35261"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","28/02/2021","73.97952"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","01/03/2021","73.76284"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","02/03/2021","72.35169"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","04/03/2021","72.44697"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","08/03/2021","28.36996"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","12/03/2021","72.4481"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","13/03/2021","72.79618"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","14/03/2021","72.88547"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","15/03/2021","73.27982"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","16/03/2021","72.95362"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","17/03/2021","72.50633"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","20/03/2021","73.36519"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","21/03/2021","73.31626"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","22/03/2021","73.88838"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","23/03/2021","73.58587"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","24/03/2021","73.06536"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","25/03/2021","73.47127"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","27/03/2021","74.46163"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","28/03/2021","74.35453"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","29/03/2021","74.35366"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","30/03/2021","73.4363"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","31/03/2021","72.58462"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","01/04/2021","72.8994"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","02/04/2021","72.87052"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","03/04/2021","72.36556"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","04/04/2021","72.51702"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","05/04/2021","71.92618"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","06/04/2021","71.99184"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","07/04/2021","72.08304"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","08/04/2021","71.74741"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","09/04/2021","72.64476"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","10/04/2021","72.71836"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","11/04/2021","72.81982"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","12/04/2021","73.31548"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","13/04/2021","72.0356"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","14/04/2021","71.65757"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","15/04/2021","71.36699"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","16/04/2021","70.96238"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","17/04/2021","71.41628"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","18/04/2021","71.00963"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","19/04/2021","73.8275"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","20/04/2021","72.57639"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","21/04/2021","71.52129"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","22/04/2021","70.72143"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","24/04/2021","71.31764"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","25/04/2021","71.96972"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","26/04/2021","71.88471"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","27/04/2021","71.8084"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","28/04/2021","71.51235"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","29/04/2021","70.69538"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","30/04/2021","70.95014"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","01/05/2021","70.82183"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","02/05/2021","70.83591"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","03/05/2021","71.02444"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","04/05/2021","69.69706"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","05/05/2021","71.89882"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","07/05/2021","71.48059"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","08/05/2021","69.93222"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","09/05/2021","69.78455"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","10/05/2021","70.44086"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","11/05/2021","70.18297"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","12/05/2021","70.8534"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","13/05/2021","70.25036"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","14/05/2021","70.26856"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","15/05/2021","69.91182"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","16/05/2021","70.63462"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","17/05/2021","71.13025"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","18/05/2021","71.00178"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","19/05/2021","70.80942"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","20/05/2021","70.65162"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","21/05/2021","71.03044"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","22/05/2021","71.24819"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","23/05/2021","71.48108"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","24/05/2021","71.04612"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","25/05/2021","70.09531"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","26/05/2021","69.64857"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","27/05/2021","71.29392"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","28/05/2021","70.96459"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","29/05/2021","73.79865"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","30/05/2021","71.36863"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","31/05/2021","70.11891"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","01/06/2021","70.68813"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","02/06/2021","70.4805"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","03/06/2021","70.85155"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","04/06/2021","70.9547"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","05/06/2021","70.58289"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","06/06/2021","71.18534"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","07/06/2021","71.15774"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","08/06/2021","71.13156"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","09/06/2021","71.27878"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","10/06/2021","70.97543"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","11/06/2021","70.6458"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","12/06/2021","70.01323"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","13/06/2021","69.25445"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","14/06/2021","68.42259"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","15/06/2021","69.10961"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","16/06/2021","69.81361"
"GE-4150.01001B","ECE1.G2-TI-MANCT.F_CV","17/06/2021","66.91536"
