EQUIPAMENTO,MANCAL,WINDOW,OUTPUT,NUM. CAMADAS,NUM. NEURONIOS CAMADA 1,NUM. NEURONIOS CAMADA 2,NUM. NEURONIOS CAMADA 3,DROUPOUT,OTIMIZADOR,EPOCHS,BATCH_SIZE,RMSE,MSE,MAPE
C-4451.08001A,EJA1.A-TC26.F_CV,4,2,1,120,60,40,0.300000,Adam,800,32,35.305924,1246.508273,118.298202
C-4451.08001A,EJA1.A-TC26.F_CV,4,2,1,120,60,40,0.300000,Adadelta,800,32,5.258654,27.653440,14.439364
C-4451.08001A,EJA1.A-TC26.F_CV,4,2,1,120,60,40,0.350000,Adam,800,32,35.781698,1280.329934,119.885647
C-4451.08001A,EJA1.A-TC26.F_CV,4,2,1,120,60,40,0.350000,Adadelta,800,32,5.229495,27.347615,14.276698
C-4451.08001A,EJA1.A-TC26.F_CV,4,2,1,80,80,60,0.200000,Adam,800,32,35.994569,1295.609010,120.588130
C-4451.08001A,EJA1.A-TC26.F_CV,4,2,1,80,80,60,0.200000,Adadelta,800,32,5.719266,32.710003,14.542445
C-4451.08001A,EJA1.A-TC26.F_CV,4,2,1,80,80,60,0.250000,Adam,800,32,36.146369,1306.559981,121.102293
C-4451.08001A,EJA1.A-TC26.F_CV,4,2,1,80,80,60,0.250000,Adadelta,800,32,5.487440,30.112000,14.401692
C-4451.08001A,EJA1.A-TC26.F_CV,4,2,1,80,80,60,0.300000,Adam,800,32,37.303690,1391.565301,124.960477
C-4451.08001A,EJA1.A-TC26.F_CV,4,2,1,80,80,60,0.300000,Adadelta,800,32,5.402175,29.183499,15.137117
C-4451.08001A,EJA1.A-TC26.F_CV,4,2,1,80,80,60,0.350000,Adam,800,32,35.079751,1230.588924,117.542962
C-4451.08001A,EJA1.A-TC26.F_CV,4,2,1,80,80,60,0.350000,Adadelta,800,32,7.621798,58.091801,19.467580
C-4451.08001A,EJA1.A-TC26.F_CV,4,2,2,150,80,80,0.200000,Adam,800,32,34.950044,1221.505591,117.096324
C-4451.08001A,EJA1.A-TC26.F_CV,4,2,2,150,80,80,0.200000,Adadelta,800,32,6.086252,37.042465,15.345373
C-4451.08001A,EJA1.A-TC26.F_CV,4,2,2,150,80,80,0.250000,Adam,800,32,36.401228,1325.049435,121.940558
C-4451.08001A,EJA1.A-TC26.F_CV,4,2,2,150,80,80,0.250000,Adadelta,800,32,7.179901,51.550977,17.892092
C-4451.08001A,EJA1.A-TC26.F_CV,4,2,2,150,80,80,0.300000,Adam,800,32,35.564966,1264.866796,119.157683
C-4451.08001A,EJA1.A-TC26.F_CV,4,2,2,150,80,80,0.300000,Adadelta,800,32,7.063914,49.898886,17.616024
C-4451.08001A,EJA1.A-TC26.F_CV,4,2,2,150,80,80,0.350000,Adam,800,32,35.265240,1243.637166,118.161640
C-4451.08001A,EJA1.A-TC26.F_CV,4,2,2,150,80,80,0.350000,Adadelta,800,32,7.333741,53.783757,18.601548
C-4451.08001A,EJA1.A-TC26.F_CV,4,2,2,120,60,40,0.200000,Adam,800,32,32.668661,1067.241440,109.477592
C-4451.08001A,EJA1.A-TC26.F_CV,4,2,2,120,60,40,0.200000,Adadelta,800,32,8.767703,76.872624,22.513236
C-4451.08001A,EJA1.A-TC26.F_CV,4,2,2,120,60,40,0.250000,Adam,800,32,34.763364,1208.491497,116.478386
C-4451.08001A,EJA1.A-TC26.F_CV,4,2,2,120,60,40,0.250000,Adadelta,800,32,6.872388,47.229720,17.145973
C-4451.08001A,EJA1.A-TC26.F_CV,4,2,2,120,60,40,0.300000,Adam,800,32,36.266274,1315.242604,121.496698
C-4451.08001A,EJA1.A-TC26.F_CV,4,2,2,120,60,40,0.300000,Adadelta,800,32,5.456585,29.774315,14.072205
C-4451.08001A,EJA1.A-TC26.F_CV,4,2,2,120,60,40,0.350000,Adam,800,32,34.651698,1200.740193,116.112937
